,UID,Type,Est,Latitude,Longitude,ChainName,Name,Address,City,St,Zip,Phone,Web,Directions,Cat,County,RecordID,Elev,trail,hike,AmenitiesExtra,Comments,brand,CatName,PushPin,bIcon,Keyfilter,Pin
1,192265,Pro,427,42.429238,-82.925265,Low Clearance,Low Clearance,over I-94,Detroit,MI,48209,,,,LC13,,,,,,,13 - 8 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_8_pushpin
1,192266,Pro,429,42.431411,-82.923879,Low Clearance,Low Clearance,over I-94,Detroit,MI,48210,,,,LC15,,,,,,,15 - 7 height clearance,low-clearance,,low_15_pushpin,"<\/div>', LC15Icon)",,low_15_7_pushpin
1,192267,Pro,428,42.43314,-82.92287,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 4 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_4_pushpin
1,192268,Pro,429,42.436121,-82.921368,Low Clearance,Low Clearance,over I-94,Detroit,MI,48210,,,,LC15,,,,,,,15 - 3 height clearance,low-clearance,,low_15_pushpin,"<\/div>', LC15Icon)",,low_15_3_pushpin
1,192269,Pro,429,42.438277,-82.920392,Low Clearance,Low Clearance,over I-94,Detroit,MI,48210,,,,LC15,,,,,,,15 - 2 height clearance,low-clearance,,low_15_pushpin,"<\/div>', LC15Icon)",,low_15_2_pushpin
1,192270,Pro,428,42.440418,-82.919469,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 2 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_2_pushpin
1,192271,Pro,429,42.443217,-82.91831,Low Clearance,Low Clearance,over I-94,Detroit,MI,48210,,,,LC15,,,,,,,15 - 0 height clearance,low-clearance,,low_15_pushpin,"<\/div>', LC15Icon)",,low_15_0_pushpin
1,192272,Pro,428,42.445805,-82.917345,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 1 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_1_pushpin
1,192273,Pro,428,42.44834,-82.916647,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 2 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_2_pushpin
1,192274,Pro,428,42.450672,-82.91727,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 4 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_4_pushpin
1,192275,Pro,428,42.465608,-82.921214,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 5 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_5_pushpin
1,192276,Pro,428,42.466715,-82.920475,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,192277,Pro,428,42.473024,-82.916616,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 9 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_9_pushpin
1,192278,Pro,428,42.479561,-82.916562,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 5 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_5_pushpin
1,192279,Pro,428,42.480479,-82.916734,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,192280,Pro,428,42.481469,-82.916755,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 4 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_4_pushpin
1,192281,Pro,428,42.487839,-82.917356,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 2 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_2_pushpin
1,192282,Pro,428,42.493113,-82.916959,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 9 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_9_pushpin
1,192283,Pro,428,42.495162,-82.917045,Low Clearance,Low Clearance,over I-94,Detroit,MI,48126,,,,LC14,,,,,,,14 - 7 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_7_pushpin
1,192301,Pro,424,41.076718,-73.474508,Low Clearance,Low Clearance,over Leroy Ave,Darien,CT,6820,,,,LC10,,,,,,,10 - 4 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_4_pushpin
1,192331,Pro,427,41.119091,-83.175291,Low Clearance,Low Clearance,over Water St,Toledo,OH,43607,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
1,193440,Pro,423,40.433889,-79.885181,Low Clearance,Low Clearance,15218 Race St,Pittsburgh,PA,15218,,,,LC9,,,,,,,9 - 0 height clearance (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_0_pushpin
1,193441,Pro,427,40.440848,-79.886437,Low Clearance,Low Clearance,Rowland Connector,Pittsburgh,PA,15221,,,,LC13,,,,,,,13 - 5 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_5_pushpin
1,193442,Pro,427,40.440444,-79.886354,Low Clearance,Low Clearance,Rebecca Ave,Pittsburgh,PA,15221,,,,LC13,,,,,,,13 - 5 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_5_pushpin
1,193443,Pro,428,40.442522,-79.886978,Low Clearance,Low Clearance,South Ave,Pittsburgh,PA,15221,,,,LC14,,,,,,,14 - 3 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_3_pushpin
1,193444,Pro,428,40.444621,-79.887632,Low Clearance,Low Clearance,Lincoln Hwy,Pittsburgh,PA,15221,,,,LC14,,,,,,,14 - 3 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_3_pushpin
1,193445,Pro,426,40.408516,-79.866839,Low Clearance,Low Clearance,Rail over Ajax Way\/4th St,Braddock,PA,15104,,,,LC12,,,,,,,12 - 8 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_8_pushpin
1,193446,Pro,425,40.404996,-79.865375,Low Clearance,Low Clearance,6th St,Braddock,PA,15104,,,,LC11,,,,,,,11 - 10 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_10_pushpin
1,193447,Pro,427,40.402318,-79.864307,Low Clearance,Low Clearance,Jones Ave,Braddock,PA,15104,,,,LC13,,,,,,,13 - 7 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_7_pushpin
1,193448,Pro,426,40.400852,-79.86244,Low Clearance,Low Clearance,Verona St,Braddock,PA,15104,,,,LC12,,,,,,,12 - 7 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_7_pushpin
1,193449,Pro,423,40.439688,-79.886213,Low Clearance,Low Clearance,Kelly Ave,Pittsburgh,PA,15221,,,,LC9,,,,,,,"Just avoid, unmarked and could be 9 - 0 or less height clearance (136)",low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_unk_pushpin
1,193450,Pro,423,44.896069,-123.120337,Low Clearance,Low Clearance,Riverdale Rd,Salem,OR,97302,,,,LC9,,,,,,,9 - 4 height clearance (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_4_pushpin
1,193451,Pro,426,44.870509,-123.144593,Low Clearance,Low Clearance,River Rd S,Salem,OR,97306,,,,LC12,,,,,,,12 - 9 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_9_pushpin
1,193452,Pro,426,44.851503,-123.147994,Low Clearance,Low Clearance,River Rd S,Salem,OR,97306,,,,LC12,,,,,,,12 - 3 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_3_pushpin
1,193453,Pro,424,44.834457,-123.136265,Low Clearance,Low Clearance,Riverside Dr S,Salem,OR,97306,,,,LC10,,,,,,,10 - 11 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_11_pushpin
1,193590,Pro,427,39.078032,-84.495987,Low Clearance,Low Clearance,Hwy 9\/Licking Pike,Newport,KY,41071,,,,LC13,,,,,,,13 - 4 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_4_pushpin
1,193599,Pro,423,40.967732,-72.181418,Low Clearance,Low Clearance,Accabonac Rd,East Hampton,NY,11937,,,,LC9,,,,,,,9 - 9 height clearance (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_9_pushpin
1,193600,Pro,424,40.958851,-72.228564,Low Clearance,Low Clearance,Stephen Hands Path,East Hampton,NY,11937,,,,LC10,,,,,,,10 - 0 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_0_pushpin
1,193601,Pro,422,40.956197,-72.243669,Low Clearance,Low Clearance,Daniels Hold Rd,East Hampton,NY,11937,,,,LC8,,,,,,,8 - 10 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_10_pushpin
1,193615,Pro,425,40.427627,-75.934071,Low Clearance,Low Clearance,over Leesport Ave,Reading,PA,19605,,,,LC11,,,,,,,11 - 7 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_7_pushpin
1,193617,Pro,427,32.350973,-108.709657,Low Clearance,Low Clearance,over NM 70,Lordsburg,NM,88045,,,,LC13,,,,,,,13 - 8 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_8_pushpin
1,193626,Pub,480,46.716756,-92.221113,Road Grade,Road Grade,W Skyline Pkwy,Duluth,MN,55810,,,,Grade,,,,,,,"1284 ft elev, South: 10 percent grade for 0.50 mile, North: 6 percent grade for 0.50 mile",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,193627,Pub,480,46.726155,-92.217015,Road Grade,Road Grade,I-35,Duluth,MN,55810,,,,Grade,,,,,,,"1185 ft elev, Northbound\/Eastbound: 6 percent grade descent for about 4 miles followed by a very short 8 percent grade, Southbound opposite.",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,193628,Pub,480,37.832297,-120.244116,Road Grade,Road Grade,Hwy 120\/New Priest Grade Rd,Groveland,CA,95321,,,,Grade,,,,,,,"3070 ft elev, Westbound: 7 percent grade descent for about 12 miles",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,193679,Pro,420,39.946079,-83.281652,Covered Bridge,Covered Bridge,Taylor Blair Rd,West Jefferson,OH,43162,,,,bt,,,,,,,unknown covered bridge height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,193821,Pro,426,40.557301,-74.205083,Low Clearance,Low Clearance,Arthur Kill Rd,Staten Island,NY,10312,,,,LC12,,,,,,,12 - 9 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_9_pushpin
1,194610,Pro,428,31.966417,-110.289979,Low Clearance,Low Clearance,E 4th St\/Business I-10,Benson,AZ,85602,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,194611,Pro,428,32.73595,-114.622661,Low Clearance,Low Clearance,Picacho Rd,Winterhaven,CA,92283,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,194612,Pro,427,33.96787,-112.731003,Low Clearance,Low Clearance,US 60 eastbound under N Frontier St and S Washington St,Wickenburg,AZ,85390,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,194613,Pro,427,33.968137,-112.730823,Low Clearance,Low Clearance,US 60 westbound under N Frontier St and S Washington St,Wickenburg,AZ,85390,,,,LC13,,,,,,,13 - 7 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_7_pushpin
1,196491,Pub,481,44.049715,-103.240081,Runaway Ramp,Runaway Ramp,Hwy 16,Rapid City,SD,57701,,,,Ramp,,,,,,,"3670 ft elev, Runaway Ramp northbound off to the right",runaway,,runaway_pushpin,"*""",,runaway_pushpin
1,196504,Pro,428,49.736982,-95.210348,Low Clearance,Low Clearance,under TCH,Whiteshell,MB,,,,,LC14,,,,,,,"14 - 7 height clearance, 4 - 5 m",low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_7_pushpin
1,196505,Pro,428,49.730965,-95.243897,Low Clearance,Low Clearance,301 under TCH,Oakbank,MB,,,,,LC14,,,,,,,"14 - 7 height clearance, 4 - 5 m",low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_7_pushpin
1,196506,Pro,427,49.689656,-95.335757,Low Clearance,Low Clearance,301 under TCH,Falcon Beach,MB,,,,,LC13,,,,,,,13 - 4 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_4_pushpin
1,196507,Pro,426,49.905486,-97.134314,Low Clearance,Low Clearance,Main St,Winnipeg,MB,,,,,LC12,,,,,,,12 - 10 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_10_pushpin
1,196508,Pro,427,49.88155,-97.194109,Low Clearance,Low Clearance,TCH,Winnipeg,MB,,,,,LC13,,,,,,,13 - 9 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_9_pushpin
1,196528,Pro,426,27.895052,-97.628482,Low Clearance,Low Clearance,I-27 Access Rd and Railroad Ave,Corpus Christi,TX,78410,,,,LC12,,,,,,,12 - 6 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_6_pushpin
1,198489,Pro,426,27.896553,-81.582917,Low Clearance,Low Clearance,rail over E Polk Ave,Lake Wales,FL,33853,,,,LC12,,,,,,,12 - 6 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_6_pushpin
1,198490,Pro,423,27.868577,-81.550741,Low Clearance,Low Clearance,rail over Garfield Nursery Rd,Lake Wales,FL,33898,,,,LC9,,,,,,,unknown height clearance (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_unk_pushpin
1,198491,Pro,423,27.836645,-81.527526,Low Clearance,Low Clearance,rail over Libby Rd,Babson Park,FL,33827,,,,LC9,,,,,,,9 - 6 height clearance (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_6_pushpin
1,198492,Pro,422,27.79229,-81.522155,Low Clearance,Low Clearance,rail over S Lake Patrick Rd,Babson Park,FL,33827,,,,LC8,,,,,,,8 - 6 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_6_pushpin
1,198499,Pro,427,33.767471,-84.360832,Low Clearance,Low Clearance,Eastside Beltline Trail over Ralph McGill Blvd NE,Atlanta,GA,30306,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,198579,Pro,424,42.86714,-73.902878,Low Clearance,Low Clearance,rail over Glenridge Rd,Schenectady,NY,12302,,,,LC10,,,,,,,10 - 11 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_11_pushpin
1,198580,Pro,424,42.863389,-73.906025,Low Clearance,Low Clearance,rail over Maple Ave,Schenectady,NY,12302,,,,LC10,,,,,,,10 - 10 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_10_pushpin
1,198620,Pro,427,38.985093,-99.742232,Low Clearance,Low Clearance,I-70 over Hwy 147,Ogallah,KS,67656,,,,LC13,,,,,,,13 - 9 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_9_pushpin
1,198621,Pro,426,47.095133,-122.616715,Low Clearance,Low Clearance,Pendleton Ave under I-5,Tacoma,WA,98433,,,,LC12,,,,,,,12 - 9 height clearance on arch sides (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_9_pushpin
1,198642,Pro,423,41.361706,-74.682347,Low Clearance,Low Clearance,N Maple Ave,Port Jervis,NY,12771,,,,LC9,,,,,,,9 - 0 height clearance (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_0_pushpin
1,198643,Pro,426,41.363382,-74.684847,Low Clearance,Low Clearance,E Main St,Port Jervis,NY,12771,,,,LC12,,,,,,,12 - 8 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_8_pushpin
1,198665,Pub,480,44.556053,-72.794881,Road Grade,Road Grade,VT 108 north of Stowe,Jeffersonville,VT,5464,,,,Grade,,,,,,,"2145 ft elev, Do not take big rigs on this road. You will regret it. Southbound: 10 percent grade descent for 1.5 miles., Northbound: 8 percent grade descent for 2 miles",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,198679,Pro,427,40.760955,-74.418268,Low Clearance,Low Clearance,Railway over NJ 124 \/ Madison Ave,Madison,NJ,7940,,,,LC13,,,,,,,"13 - 7 height clearance, Eastbound (12-9 Westbound)",low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_7_pushpin
1,198680,Pro,426,40.76113,-74.41808,Low Clearance,Low Clearance,Railway over NJ 124 \/ Madison Ave,Madison,NJ,7940,,,,LC12,,,,,,,"12 - 9 height clearance Westbound (136), 13-7 in Eastbound direction)",low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_9_pushpin
1,198713,Pro,427,37.541162,-88.968247,Low Clearance,Low Clearance,Rail over Tunnel Hill Rd,Goreville,IL,62939,,,,LC13,,,,,,,13 - 5 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_5_pushpin
1,198725,Pro,425,42.016712,-71.538406,Low Clearance,Low Clearance,Canal St,Blackstone,MA,1504,,,,LC11,,,,,,,11 - 8 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_8_pushpin
1,198758,Pro,427,45.653797,-110.944602,Low Clearance,Low Clearance,Moffit Gulch Rd under I-90,Bozeman,MT,59715,,,,LC13,,,,,,,13 - 2 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_2_pushpin
1,198759,Pro,427,45.666465,-110.980272,Low Clearance,Low Clearance,Fort Ellis Rd under I-90,Bozeman,MT,59715,,,,LC13,,,,,,,13 - 9 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_9_pushpin
1,198765,Pro,427,34.12224,-84.750147,Low Clearance,Low Clearance,Pkwy over Old Allatoona Rd SE,Emerson,GA,30137,,,,LC13,,,,,,,"13 - 6 height clearance, Eastbound, Westbound",low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,198828,Pro,427,42.03981,-80.264634,Low Clearance,Low Clearance,Rail over PA-98,Fairview,PA,16415,,,,LC13,,,,,,,13 - 2 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_2_pushpin
1,198829,Pro,427,42.039298,-80.263992,Low Clearance,Low Clearance,Rail over PA-98,Fairview,PA,16415,,,,LC13,,,,,,,13 - 2 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_2_pushpin
1,198830,Pro,426,42.11594,-80.097452,Low Clearance,Low Clearance,Rail over Liberty St,Erie,PA,16502,,,,LC12,,,,,,,12 - 4 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_4_pushpin
1,198831,Pro,427,42.11666,-80.093251,Low Clearance,Low Clearance,Rail over Cherry St,Erie,PA,16502,,,,LC13,,,,,,,13 - 7 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_7_pushpin
1,198832,Pro,427,42.11997,-80.083581,Low Clearance,Low Clearance,Rail over Sassafras St,Erie,PA,16501,,,,LC13,,,,,,,13 - 5 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_5_pushpin
1,198833,Pro,427,42.120656,-80.081108,Low Clearance,Low Clearance,Rail over Peach St,Erie,PA,16501,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,198834,Pro,428,42.121094,-80.079668,Low Clearance,Low Clearance,Rail over Slate St,Erie,PA,16501,,,,LC14,,,,,,,14 - 4 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_4_pushpin
1,198835,Pro,426,42.121614,-80.078316,Low Clearance,Low Clearance,Rail over French St,Erie,PA,16501,,,,LC12,,,,,,,12 - 8 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_8_pushpin
1,198836,Pro,425,42.122769,-80.07474,Low Clearance,Low Clearance,Rail over Division St,Erie,PA,16503,,,,LC11,,,,,,,11 - 6 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_6_pushpin
1,198837,Pro,427,42.124071,-80.07094,Low Clearance,Low Clearance,Rail over Parade St,Erie,PA,16503,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,198838,Pro,427,42.125848,-80.066442,Low Clearance,Low Clearance,Rail over Ash St,Erie,PA,16503,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
1,198839,Pro,427,42.144697,-80.014305,Low Clearance,Low Clearance,Rail over Water St,Erie,PA,16503,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,198840,Pro,427,42.166779,-79.952933,Low Clearance,Low Clearance,Rail over US 20,Harborcreek,PA,16421,,,,LC13,,,,,,,13 - 8 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_8_pushpin
1,198841,Pro,427,42.167451,-79.95336,Low Clearance,Low Clearance,Rail over US 20,Harborcreek,PA,16421,,,,LC13,,,,,,,13 - 8 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_8_pushpin
1,198999,Pro,420,40.041573,-75.250937,Covered Bridge,Covered Bridge,Rail over River Rd,Narberth,PA,19072,,,,bt,,,,,,,8 - 6 covered bridge height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,199006,Pro,425,42.649874,-73.925606,Low Clearance,Low Clearance,over NY 85A,Voorheesville,NY,12186,,,,LC11,,,,,,,11 - 2 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_2_pushpin
1,199017,Pro,427,41.595291,-93.615848,Low Clearance,Low Clearance,over Robert D Ray Dr,Des Moines,IA,51235,,,,LC13,,,,,,,13 - 5 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_5_pushpin
1,199037,Pro,426,43.233639,-78.355665,Low Clearance,Low Clearance,Bridge on Beals Rd,Medina,NY,14103,,,,LC12,,,,,,,12 - 9 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_9_pushpin
1,199038,Pro,421,43.23556,-78.340425,Low Clearance,Low Clearance,Tunnel under Erie Canal,Medina,NY,14103,,,,LC7,,,,,,,7 - 6 height clearance (136),low-clearance,,low_7_pushpin,"<\/div>', LC7Icon)",-136%,low_7_6_pushpin
1,199052,ProOnly,428,46.359044,-123.566524,Low Clearance,Low Clearance,Truss bridge on WA 4,Grays River,WA,98621,,,,LC14,,,,,,,14 - 8 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_8_pushpin
1,199053,Pub,480,46.345905,-123.509391,Road Grade,Road Grade,"Hwy 4 west of Kelso, east of Grays River",Skamokawa,WA,98647,,,,Grade,,,,,,,"784 ft elev, East: 5 percent grade descent for 2.5 miles",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,199054,ProOnly,428,46.147378,-122.91421,Low Clearance,Low Clearance,Truss bridge on WA 4,Kelso,WA,98626,,,,LC14,,,,,,,14 - 7 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_7_pushpin
1,199081,Pro,425,33.759742,-84.349175,Low Clearance,Low Clearance,DeKalb Ave NE and rail over US 23 \/ Moreland Ave,Atlanta,GA,30316,,,,LC11,,,,,,,11 - 0 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_0_pushpin
1,199110,Pro,427,37.979734,-81.138707,Low Clearance,Low Clearance,Main St E over Minden Rd,Oak Hill,WV,25901,,,,LC13,,,,,,,13 - 9 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_9_pushpin
1,199111,Pro,428,37.976471,-81.14048,Low Clearance,Low Clearance,Main St E over Hwy 19,Oak Hill,WV,25901,,,,LC14,,,,,,,14 - 8 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_8_pushpin
1,199120,Pro,423,40.744285,-73.733439,Low Clearance,Low Clearance,over Cross Island Pkwy,Little Neck,NY,11362,,,,LC9,,,,,,,9 - 10 height clearance on sides - 11 - 6 in middle lane (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_10_pushpin
1,199121,Pro,423,40.74348,-73.731966,Low Clearance,Low Clearance,over Cross Island Pkwy,Little Neck,NY,11362,,,,LC10,,,,,,,"10 - 6 height clearance on side, 10-10 in middle (136)",low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_6_pushpin
1,199122,Pro,423,40.682246,-73.663414,Low Clearance,Low Clearance,over Southern State Pkwy,Malverne,NY,11565,,,,LC9,,,,,,,9 - 5 height clearance eastbound (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_5_pushpin
1,199123,Pro,423,40.682547,-73.663284,Low Clearance,Low Clearance,over Southern State Pkwy,Malverne,NY,11565,,,,LC9,,,,,,,9 - 6 height clearance westbound (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_6_pushpin
1,199124,Pro,423,40.759975,-73.623468,Low Clearance,Low Clearance,over Northern State Pkwy,Old Westbury,NY,11568,,,,LC9,,,,,,,9 - 3 height clearance northbound (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_3_pushpin
1,199125,Pro,423,40.759948,-73.623795,Low Clearance,Low Clearance,over Northern State Pkwy,Old Westbury,NY,11568,,,,LC7,,,,,,,6 - 11 height clearance southbound (136),low-clearance,,low_7_pushpin,"<\/div>', LC7Icon)",-136%,low_6_11_pushpin
