,Latitude,Longitude,Comments,Name,Cat,Address,City,St,Zip
581,28.589470000000002,-81.37827,13 - 4 height clearance (136),Low Clearance,LC13,Minnesota Ave,Winter Park,FL,32789
582,28.596009999999996,-81.38566999999999,13 - 8 height clearance,Low Clearance,LC13,Wymore Rd,Winter Park,FL,32789
583,28.612109999999998,-81.36528,13 - 4 height clearance (136),Low Clearance,LC13,S Orlando Ave,Winter Park,FL,32789
584,31.576520000000002,-84.14066,12 - 1 height clearance (136),Low Clearance,LC12,E Broad Ave,Albany,GA,31705
585,33.953070000000004,-83.37091,13 - 4 height clearance (136),Low Clearance,LC13,Baldwin St,Athens,GA,30605
586,33.965937700000005,-83.3783026,9 - 0 height clearance (136),Low Clearance,LC9,910B College Ave,Athens,GA,30601
587,33.967164200000006,-83.38524129999999,8 - 7 height clearance (136),Low Clearance,LC8,500 Cleveland Ave,Athens,GA,30601
588,33.72831,-84.36379000000001,12 - 10 height clearance (136),Low Clearance,LC12,Confederate Ave SE,Atlanta,GA,30314
589,33.73673,-84.4038,13 - 1 height clearance (136),Low Clearance,LC13,Ralph David Abernathy Blvd SW,Atlanta,GA,30314
590,33.738170000000004,-84.40544,9 - 10 height clearance (136),Low Clearance,LC9,Glenn St SW,Atlanta,GA,30314
591,33.738209999999995,-84.41261,13 - 6 height clearance,Low Clearance,LC13,Ralph David Abernathy Blvd,Atlanta,GA,30314
592,33.743390000000005,-84.40831,14 - 6 height clearance,Low Clearance,LC14,Northside Dr SW,Atlanta,GA,30314
593,33.74882,-84.37955,13 - 1 height clearance (136),Low Clearance,LC13,Hill St SE,Atlanta,GA,30314
594,33.74925,-84.37666,13 - 4 height clearance (136),Low Clearance,LC13,Grant St SE,Atlanta,GA,30314
595,33.75164,-84.37114,13 - 8 height clearance,Low Clearance,LC13,Boulevard SE,Atlanta,GA,30314
596,33.75357,-84.42591999999999,12 - 8 height clearance (136),Low Clearance,LC12,MLK Jr Dr,Atlanta,GA,30314
597,33.754459999999995,-84.36653000000001,13 - 1 height clearance (136),Low Clearance,LC13,Airline St SE,Atlanta,GA,30314
598,33.76342,-84.40375,13 - 1 height clearance (136),Low Clearance,LC13,Joseph E Boone Blvd,Atlanta,GA,30314
599,33.76426,-84.40465999999999,11 - 0 height clearance (136),Low Clearance,LC11,Jones Ave NW,Atlanta,GA,30314
600,33.78862,-84.40759,14 - 1 height clearance,Low Clearance,LC14,Northside Dr NW,Atlanta,GA,30314
601,33.818259999999995,-84.4631,13 - 4 height clearance (136),Low Clearance,LC13,Bolton Rd,Atlanta,GA,30314
602,33.82097,-84.37266,13 - 6 height clearance,Low Clearance,LC13,rail over Lindbergh Dr NE,Atlanta,GA,30314
603,33.82142,-84.44702,12 - 0 height clearance (136),Low Clearance,LC12,Defoors Ferry Rd NW,Atlanta,GA,30314
604,33.45902,-82.00867,10 - 5 height clearance (136),Low Clearance,LC10,Heard Ave,Augusta,GA,30904
605,31.317120000000003,-82.2234,9 - 8 height clearance (136),Low Clearance,LC9,Trudie Rd,Blackshear,GA,31516
606,33.80232,-85.18822,13 - 10 height clearance,Low Clearance,LC13,Tallapoosa Rd\/120,Buchanan,GA,30113
607,32.199337,-83.906586,14 - 4 height clearance,Low Clearance,LC14,Georgia 90,Byromville,GA,31007
608,34.18249,-84.81596,13 - 8 height clearance,Low Clearance,LC13,rail over Cassville Rd,Cartersville,GA,30121
609,34.18627,-84.80185,10 - 0 height clearance (136),Low Clearance,LC10,Jones Mill Rd,Cartersville,GA,30121
610,34.00399,-85.24384,11 - 2 height clearance (136),Low Clearance,LC11,Lake St,Cedartown,GA,30125
611,34.84879,-84.75262,10 - 1 height clearance (136),Low Clearance,LC10,Loughridge Rd,Chatsworth,GA,30705
612,32.40469,-84.91111,13 - 8 height clearance,Low Clearance,LC13,Martha Berry Hwy,Columbus,GA,31901
613,32.45095,-84.96137,11 - 2 height clearance (136),Low Clearance,LC11,Bragg Smith St,Columbus,GA,31901
614,32.46602,-84.9825,9 - 5 height clearance (136),Low Clearance,LC9,11th St,Columbus,GA,31901
615,32.477470000000004,-84.99172,11 - 1 height clearance (136),Low Clearance,LC11,1st Ave,Columbus,GA,31901
616,31.97066,-83.7849,11 - 10 height clearance (136),Low Clearance,LC11,9th Ave W,Cordele,GA,31015
617,31.973959999999998,-83.78497,12 - 2 height clearance (136),Low Clearance,LC12,W 6th Ave,Cordele,GA,31015
618,34.51063,-83.52776999999999,12 - 4 height clearance (136),Low Clearance,LC12,Wells St,Cornelia,GA,30531
619,33.92865,-84.8951,13 - 0 height clearance (136),Low Clearance,LC13,Mt Olivet Rd,Dallas,GA,30132
620,33.77292,-84.28797,13 - 10 height clearance,Low Clearance,LC13,Commerce DR,Decatur,GA,30030
621,33.7734743,-84.30214670000001,14 - 6 height clearance,Low Clearance,LC14,417-429 W Trinity Pl,Decatur,GA,30030
622,33.77415870000001,-84.31547990000001,10 - 0 height clearance (136),Low Clearance,LC10,2170 Georgia 8,Druid Hills,GA,30033
623,33.32719,-83.38725,7 - 4 height clearance (136),Low Clearance,LC7,N Maple St,Eatonton,GA,31024
624,33.56649,-84.58109,10 - 0 height clearance (136),Low Clearance,LC10,Hwy 92,Fairburn,GA,30213
625,31.716057,-83.259842,14 - 0 height clearance,Low Clearance,LC14,N Longstreet St,Fitzgerald,GA,31750
626,33.12822,-84.5721,11 - 6 height clearance (136),Low Clearance,LC11,Oakland St,Gay,GA,30218
627,33.250040000000006,-84.26225,13 - 6 height clearance,Low Clearance,LC13,E Broad St,Griffin,GA,30223
628,33.250662,-84.262096,14 - 0 height clearance,Low Clearance,LC14,E Broadway St,Griffin,GA,30223
629,33.429810499999995,-82.1870114,15 - 5 height clearance,Low Clearance,LC15,3001 Gordon Hwy,Grovetown,GA,30813
630,31.60854,-81.87897,9 - 6 height clearance (136),Low Clearance,LC9,NW Broad St,Jesup,GA,31545
631,33.02937,-85.03456,12 - 8 height clearance (136),Low Clearance,LC12,Leeman St,La Grange,GA,30240
632,33.029759999999996,-85.03369,12 - 10 height clearance (136),Low Clearance,LC12,Miller St,La Grange,GA,30240
633,32.825322,-83.630676,10 - 6 height clearance (136),Low Clearance,LC10,271-283 Bay St,Macon,GA,31201
634,32.82785,-83.61851999999999,13 - 6 height clearance,Low Clearance,LC13,Lower Poplar St,Macon,GA,31201
635,32.831927,-83.624607,14 - 8 height clearance,Low Clearance,LC14,315 Poplar St,Macon,GA,31201
636,32.841015999999996,-83.65583000000001,14 - 0 height clearance,Low Clearance,LC14,301-399 Hendley St,Macon,GA,31204
637,33.597863200000006,-83.47046970000001,13 - 6 height clearance,Low Clearance,LC13,325 W Washington St,Madison,GA,30650
638,33.59799,-83.40471,9 - 4 height clearance (136),Low Clearance,LC9,Buckhead Rd,Madison,GA,30650
639,33.082240000000006,-83.23789000000001,11 - 1 height clearance (136),Low Clearance,LC11,Tattnall St,Milledgeville,GA,31061
640,33.599470000000004,-84.33284,15 - 0 height clearance,Low Clearance,LC15,Harper Dr,Morrow,GA,30260
641,34.518162100000005,-83.5022788,10 - 2 height clearance (136),Low Clearance,LC10,545-549 6th St,Mt Airy,GA,30563
642,33.42582,-84.86043000000001,11 - 0 height clearance (136),Low Clearance,LC11,Henry Bryant Rd,Newnan,GA,30263
643,32.88435,-84.81896,12 - 0 height clearance (136),Low Clearance,LC12,Betty Dunn Rd,Pine Mountain,GA,31822
644,32.91876,-84.97651,13 - 6 height clearance,Low Clearance,LC13,Salem Rd,Pine Mountain,GA,31822
645,34.91485,-85.10736999999999,11 - 6 height clearance (136),Low Clearance,LC11,Hwy 41\/2,Ringgold,GA,30736
646,34.975609999999996,-85.197,13 - 10 height clearance,Low Clearance,LC13,Scruggs Rd,Ringgold,GA,30736
647,34.2579,-85.15886,11 - 1 height clearance (136),Low Clearance,LC11,Spider Webb Dr,Rome,GA,30161
648,34.271011,-85.150566,12 - 0 height clearance (136),Low Clearance,LC12,307-391 North Avenue NE,Rome,GA,30161
649,34.33995,-84.71743000000001,12 - 0 height clearance (136),Low Clearance,LC12,Old TN Hwy,Rydal,GA,30171
650,32.06113,-81.0897,13 - 0 height clearance (136),Low Clearance,LC13,E Henry St,Savannah,GA,31401
651,32.06499,-81.08771999999999,13 - 0 height clearance (136),Low Clearance,LC13,E Gwinett St,Savannah,GA,31401
652,32.0796945,-81.1122341,13 - 3 height clearance (136),Low Clearance,LC13,248 E Lathrop Ave,Savannah,GA,31415
653,33.82777,-84.45935,14 - 0 height clearance,Low Clearance,LC14,S Atlanta Rd SE,Smyrna,GA,30080
654,33.849140000000006,-84.55893,7 - 6 height clearance (136),Low Clearance,LC7,Concord Rd SW,Smyrna,GA,30080
655,32.401070000000004,-82.63145,13 - 10 height clearance,Low Clearance,LC13,Hwy 29,Soperton,GA,30457
656,32.3783693,-81.3213329,13 - 7 height clearance,Low Clearance,LC13,1071 Georgia 21 Spur,Springfield,GA,31329
657,33.2176065,-82.4473933,14 - 1 height clearance,Low Clearance,LC14,4427-4585 Georgia 102,Stapleton,GA,30823
658,33.81086079999999,-84.1724309,12 - 0 height clearance (136),Low Clearance,LC12,6597-6607 James B Rivers Dr,Stone Mountain,GA,30083
659,33.814029999999995,-84.17758,12 - 6 height clearance (136),Low Clearance,LC12,Hwy 10,Stone Mountain,GA,30083
660,34.47413,-85.3542,7 - 1 height clearance (136),Low Clearance,LC7,Old Mill Rd\/Penn St,Summerville,GA,30747
661,32.686640000000004,-81.579711,13 - 4 height clearance (136),Low Clearance,LC13,Savannah Hwy,Sylvania,GA,30467
662,32.682284,-84.53806999999999,14 - 9 height clearance,Low Clearance,LC14,U.S. 80,Talbotton,GA,31827
663,30.83888,-83.99063000000001,10 - 0 height clearance (136),Low Clearance,LC10,W Calhoun St,Thomasville,GA,31792
664,34.578191,-83.33310300000001,13 - 6 height clearance,Low Clearance,LC13,Georgia 184,Toccoa,GA,30577
665,33.61603,-83.07901,13 - 6 height clearance,Low Clearance,LC13,Athens Hwy,Union Point,GA,30669
666,32.900578,-84.695734,13 - 8 height clearance,Low Clearance,LC13,Roosevelt Hwy,Warm Springs,GA,31830
667,33.406869,-82.66830949999999,13 - 6 height clearance,Low Clearance,LC13,414 W Main St,Warrenton,GA,30828
668,33.40948,-82.64143,13 - 8 height clearance,Low Clearance,LC13,Thomson Hwy,Warrenton,GA,30828
669,33.80296,-83.3637,11 - 2 height clearance (136),Low Clearance,LC11,Elder Mill Rd,Watkinsville,GA,30677
670,31.211845,-82.355568,14 - 0 height clearance,Low Clearance,LC14,State Bicycle Route 10,Waycross,GA,31501
671,31.212529999999997,-82.35389,11 - 10 height clearance (136),Low Clearance,LC11,Lee Ave,Waycross,GA,31501
672,31.217387,-82.348658,14 - 0 height clearance,Low Clearance,LC14,101 Ava St,Waycross,GA,31501
673,33.09825,-82.01794,13 - 4 height clearance (136),Low Clearance,LC13,Waters St,Waynesboro,GA,30830
674,34.963263,-85.417674,8 - 0 height clearance (136),Low Clearance,LC8,128-310 Old Birmingham Hwy,Wildwood,GA,30757
675,33.992340000000006,-83.72419000000001,13 - 8 height clearance,Low Clearance,LC13,N Center St,Winder,GA,30680
676,42.75023,-92.81016,"13 - 6 height clearance, Feb 2013: Bridge removed after arson damage. Could be rebuilt someday since it is part of a trail system.",Low Clearance,LC13,CR 14,Allison,IA,50602
677,42.02453,-93.62024,14 - 0 height clearance,Low Clearance,LC14,Grand Ave,Ames,IA,50010
678,42.028186299999994,-93.6322004,13 - 5 height clearance (136),Low Clearance,LC13,1330 6th St,Ames,IA,50010
679,42.0302168,-93.63831309999999,11 - 6 height clearance (136),Low Clearance,LC11,701 Haber Rd,Ames,IA,50010
680,42.089705,-94.995024,14 - 0 height clearance,Low Clearance,LC14,rail over Falcon Ave,Arcadia,IA,51430
681,43.397164200000006,-94.513885,13 - 11 height clearance,Low Clearance,LC13,5415-5499 Iowa 9,Armstrong,IA,50514
682,41.4164429,-95.0393656,14 - 4 height clearance,Low Clearance,LC14,Marne Rd,Atlantic,IA,50022
683,42.0652,-93.87388,13 - 0 height clearance (136),Low Clearance,LC13,Subway,Boone,IA,50036
684,41.23639,-91.88911999999999,12 - 4 height clearance (136),Low Clearance,LC12,Dogwood Ave,Brighton,IA,52540
685,42.09952,-94.9348,11 - 0 height clearance (136),Low Clearance,LC11,Ivy Ave,Carroll,IA,51401
686,41.956179999999996,-91.52671,14 - 0 height clearance,Low Clearance,LC14,Big Creek Rd,Cedar Rapids,IA,52403
687,41.97294,-91.58034,12 - 0 height clearance (136),Low Clearance,LC12,Bertram Rd SE,Cedar Rapids,IA,52403
688,42.21911,-91.82342,14 - 0 height clearance,Low Clearance,LC14,Durow Rd,Center Point,IA,52213
689,41.0093,-93.30096999999999,12 - 0 height clearance (136),Low Clearance,LC12,Albia Rd,Chariton,IA,50049
690,41.01045,-93.30748,15 - 6 height clearance,Low Clearance,LC15,Woodlawn Ave\/14,Chariton,IA,50049
691,41.01251,-93.301,11 - 1 height clearance (136),Low Clearance,LC11,Armory Ave,Chariton,IA,50049
692,41.014357700000005,-93.3097396,13 - 0 height clearance (136),Low Clearance,LC13,1101-1107 Court Ave,Chariton,IA,50049
693,41.01495,-93.30099,11 - 4 height clearance (136),Low Clearance,LC11,Court Ave,Chariton,IA,50049
694,41.8329989,-90.1930109,13 - 0 height clearance (136),Low Clearance,LC13,1226-1298 S 4th St,Clinton,IA,52732
695,41.836194299999995,-90.1882738,14 - 0 height clearance,Low Clearance,LC14,721 S 2nd St,Clinton,IA,52732
696,42.2792099,-91.5353603,14 - 0 height clearance,Low Clearance,LC14,285 Railroad St,Coggon,IA,52218
697,42.0189713,-93.3094185,14 - 1 height clearance,Low Clearance,LC14,US-65,Colo,IA,50056
698,42.02235,-93.30941999999999,13 - 8 height clearance,Low Clearance,LC13,Hwy 65,Colo,IA,50056
699,40.76498,-93.31806999999999,13 - 3 height clearance (136),Low Clearance,LC13,N Washington St,Corydon,IA,50060
700,41.24661,-95.85370999999999,13 - 10 height clearance,Low Clearance,LC13,16th Ave,Council Bluffs,IA,51501
701,41.2805473,-95.77255670000001,14 - 2 height clearance,Low Clearance,LC14,U.S. 6,Council Bluffs,IA,51503
702,41.2845466,-95.86357199999999,8 - 8 height clearance (136),Low Clearance,LC8,1407 Big Lake Rd,Council Bluffs,IA,51501
703,41.2845753,-95.8633705,8 - 8 height clearance (136),Low Clearance,LC8,1388-1396 Big Lake Rd,Council Bluffs,IA,51503
704,41.289586299999996,-95.8598623,9 - 2 height clearance (136),Low Clearance,LC9,1101-1159 Big Lake Rd,Council Bluffs,IA,51503
705,41.049569899999995,-94.3791703,15 - 5 height clearance,Low Clearance,LC15,800-822 S Park St,Creston,IA,50801
706,41.054214,-94.372333,13 - 10 height clearance,Low Clearance,LC13,296-312 S Sumner Ave,Creston,IA,50801
707,41.057139,-94.35160400000001,11 - 6 height clearance (136),Low Clearance,LC11,S Chestnut St,Creston,IA,50801
708,41.05794,-94.35158,12 - 4 height clearance (136),Low Clearance,LC12,N Cedar St,Creston,IA,50801
709,41.058162200000005,-94.33684720000001,13 - 6 height clearance,Low Clearance,LC13,Osage St,Creston,IA,50801
710,41.5210423,-90.568373,13 - 11 height clearance,Low Clearance,LC13,502-540 E River Dr,Davenport,IA,52801
711,41.5235,-90.57112,13 - 0 height clearance (136),Low Clearance,LC13,E 4th St,Davenport,IA,52806
712,41.52432,-90.57258,11 - 3 height clearance (136),Low Clearance,LC11,N Perry St,Davenport,IA,52806
713,41.52456,-90.57847,10 - 1 height clearance (136),Low Clearance,LC10,Ripley St,Davenport,IA,52806
714,41.52456,-90.57555,10 - 0 height clearance (136),Low Clearance,LC10,N Main St,Davenport,IA,52806
715,41.52456,-90.57701999999999,11 - 8 height clearance (136),Low Clearance,LC11,Harrison St,Davenport,IA,52806
716,41.52456,-90.57406999999999,11 - 8 height clearance (136),Low Clearance,LC11,N Brady St,Davenport,IA,52806
717,41.52753,-90.60703000000001,13 - 0 height clearance (136),Low Clearance,LC13,Telegraph Rd,Davenport,IA,52806
718,41.53478,-90.54708000000001,8 - 10 height clearance (136),Low Clearance,LC8,Kirkwood Blvd,Davenport,IA,52806
719,41.558679999999995,-90.64891999999999,13 - 10 height clearance,Low Clearance,LC13,Wisconsin Ave,Davenport,IA,52806
720,41.5795,-93.66325,11 - 4 height clearance (136),Low Clearance,LC11,St Johns Rd,Des Moines,IA,50312
721,41.59523,-93.61843,12 - 4 height clearance (136),Low Clearance,LC12,W River Dr,Des Moines,IA,50312
722,41.60045,-93.58255,13 - 6 height clearance,Low Clearance,LC13,E University Ave,Des Moines,IA,50312
723,41.614059999999995,-93.62004,8 - 10 height clearance (136),Low Clearance,LC8,Birdland Drive,Des Moines,IA,50312
724,41.627759999999995,-93.58509000000001,14 - 5 height clearance,Low Clearance,LC14,E Euclid Ave,Des Moines,IA,50312
725,41.64048,-93.62006,13 - 4 height clearance (136),Low Clearance,LC13,NW 2nd St,Des Moines,IA,50312
726,43.27199,-96.23779,13 - 4 height clearance (136),Low Clearance,LC13,CR 52\/260th St,Doon,IA,51235
727,42.4995391,-90.65340340000002,10 - 9 height clearance (136),Low Clearance,LC10,600 Star Brewery Dr,Dubuque,IA,52001
728,42.48545,-91.17389,13 - 6 height clearance,Low Clearance,LC13,210th St,Dyersville,IA,52040
729,41.0111876,-91.964912,14 - 1 height clearance,Low Clearance,LC14,443-499 N 2nd St,Fairfield,IA,52556
730,42.49324,-94.1797,12 - 6 height clearance (136),Low Clearance,LC12,15th St,Fort Dodge,IA,50501
731,42.495171500000005,-94.1797421,11 - 8 height clearance (136),Low Clearance,LC11,rail over 14th St SW,Fort Dodge,IA,50501
732,42.49876,-94.18601,11 - 8 height clearance (136),Low Clearance,LC11,Mason Memorial Park Dr,Fort Dodge,IA,50501
733,42.510709999999996,-94.20454000000001,11 - 6 height clearance (136),Low Clearance,LC11,Phinney Park Dr,Fort Dodge,IA,50501
734,41.0294865,-95.7472038,12 - 6 height clearance (136),Low Clearance,LC12,22809-22903 Jamett Rd,Glenwood,IA,51534
735,41.03825,-95.7413,13 - 4 height clearance (136),Low Clearance,LC13,Vine St,Glenwood,IA,51534
736,41.042,-95.73625,11 - 1 height clearance (136),Low Clearance,LC11,Lacey St,Glenwood,IA,51534
737,41.0472261,-95.7235661,13 - 11 height clearance,Low Clearance,LC13,24222 Ingrum Ave,Glenwood,IA,51534
738,41.0520838,-95.6804333,13 - 9 height clearance,Low Clearance,LC13,26506-26518 Hershey Ave,Glenwood,IA,51534
739,41.0523065,-95.7124249,14 - 6 height clearance,Low Clearance,LC14,Hershey Ave,Glenwood,IA,51534
740,42.05409,-94.68303,14 - 0 height clearance,Low Clearance,LC14,Velvet Ave,Glidden,IA,51443
741,41.74031,-92.72163,8 - 4 height clearance (136),Low Clearance,LC8,2nd Ave,Grinnell,IA,50112
742,41.78046,-92.72726999999999,13 - 7 height clearance,Low Clearance,LC13,Hwy 146,Grinnell,IA,50112
743,43.220414,-96.1771755,13 - 9 height clearance,Low Clearance,LC13,2960-2964 U.S. 75,Hull,IA,51239
744,43.22043789999999,-96.1770745,13 - 9 height clearance,Low Clearance,LC13,2961-2965 U.S. 75,Hull,IA,51239
745,43.236307000000004,-96.177501,13 - 9 height clearance,Low Clearance,LC13,2855-2899 U.S. 75,Hull,IA,51239
746,43.2363403,-96.1773941,13 - 9 height clearance,Low Clearance,LC13,2855-2899 U.S. 75,Hull,IA,51239
747,41.66124,-91.53931999999999,10 - 4 height clearance (136),Low Clearance,LC10,W Iowa Ave,Iowa City,IA,52246
748,41.66637,-91.5577,13 - 4 height clearance (136),Low Clearance,LC13,Rocky Shore Dr,Iowa City,IA,52246
749,41.320867299999996,-93.0913103,11 - 6 height clearance (136),Low Clearance,LC11,300-356 N 7th St,Knoxville,IA,50138
750,41.58254,-90.38938,14 - 0 height clearance,Low Clearance,LC14,W Canal Shore Dr,Le Claire,IA,52753
751,40.9960007,-91.76044509999998,13 - 0 height clearance (136),Low Clearance,LC13,Vetch Blvd,Lockridge,IA,52635
752,43.06033,-91.46385,12 - 0 height clearance (136),Low Clearance,LC12,115th St,Luana,IA,52156
753,41.0155938,-95.6086193,13 - 0 height clearance (136),Low Clearance,LC13,59583 Jabber Rd,Malvern,IA,51551
754,42.052279299999995,-92.95332109999998,12 - 9 height clearance (136),Low Clearance,LC12,2571-2585 Summit St,Marshalltown,IA,50158
755,43.14242539999999,-93.20107440000001,14 - 5 height clearance,Low Clearance,LC14,877-913 S Federal Ave,Mason City,IA,50401
756,43.1428734,-93.2092544,13 - 6 height clearance,Low Clearance,LC13,872-898 S Monroe Ave,Mason City,IA,50401
757,43.15186,-93.19014,12 - 0 height clearance (136),Low Clearance,LC12,E State St,Mason City,IA,50401
758,43.16059,-93.19649,12 - 0 height clearance (136),Low Clearance,LC12,Elm Dr,Mason City,IA,50401
759,43.163509999999995,-93.19679000000001,13 - 8 height clearance,Low Clearance,LC13,13th St NE,Mason City,IA,50401
760,43.1971795,-93.2048804,13 - 2 height clearance (136),Low Clearance,LC13,15746-15764 300th St,Mason City,IA,50401
761,43.20552,-93.08866,13 - 3 height clearance (136),Low Clearance,LC13,River St\/192,Mason City,IA,50401
762,41.5178686,-94.3676431,14 - 0 height clearance,Low Clearance,LC14,2943-2949 State Highway 925,Menlo,IA,50164
763,40.84802,-93.30891,13 - 1 height clearance (136),Low Clearance,LC13,Kaster Ave,Millerton,IA,50165
764,41.498459999999994,-95.74604000000001,14 - 0 height clearance,Low Clearance,LC14,Rd L34,Missouri Valley,IA,51555
765,41.4991956,-95.89520920000001,11 - 1 height clearance (136),Low Clearance,LC11,15001 Desoto Ave,Missouri Valley,IA,51555
766,41.499252500000004,-95.8955277,11 - 0 height clearance in center with sides curving down sharply (136),Low Clearance,LC11,15001 Desoto Ave,Missouri Valley,IA,51555
767,41.522290000000005,-95.88508,12 - 6 height clearance (136),Low Clearance,LC12,Loess Hills Trl,Missouri Valley,IA,51555
768,42.4460186,-94.2917387,14 - 2 height clearance,Low Clearance,LC14,316-322 County Road D36,Moorland,IA,50566
769,40.739846500000006,-92.7221962,14 - 3 height clearance,Low Clearance,LC14,29606-29930 Iowa 2,Moulton,IA,52572
770,40.984561799999994,-91.6822224,12 - 6 height clearance (136),Low Clearance,LC12,500-598 N 3rd St,Mt Pleasant,IA,52641
771,41.98425,-91.51386,11 - 6 height clearance (136),Low Clearance,LC11,Bloomington Rd,Mt Vernon,IA,52314
772,42.0214671,-93.3904239,13 - 6 height clearance,Low Clearance,LC13,Lincoln Hwy,Nevada,IA,50201
773,42.025825,-93.46282,13 - 2 height clearance (136),Low Clearance,LC13,W 3rd St,Nevada,IA,50201
774,42.025859999999994,-93.46279,13 - 1 height clearance (136),Low Clearance,LC13,W 4th St,Nevada,IA,50201
775,41.42261,-92.6451,13 - 8 height clearance,Low Clearance,LC13,160th St,New Sharon,IA,50207
776,41.699329999999996,-93.06834,13 - 10 height clearance,Low Clearance,LC13,GAR Hwy,Newton,IA,50208
777,42.67832,-91.91918000000001,9 - 9 height clearance (136),Low Clearance,LC9,W Charles St,Oelwein,IA,50662
778,41.0337843,-93.7715484,10 - 10 height clearance (136),Low Clearance,LC10,507-599 W Jefferson St,Osceola,IA,50213
779,41.00521,-92.37608,12 - 0 height clearance (136),Low Clearance,LC12,Brick Row to Main St,Ottumwa,IA,52501
780,41.0068,-92.38944000000001,12 - 2 height clearance (136),Low Clearance,LC12,May St,Ottumwa,IA,52501
781,41.03195,-92.42974,12 - 1 height clearance (136),Low Clearance,LC12,Harrows Branch,Ottumwa,IA,52501
782,41.33488,-93.28182,12 - 1 height clearance (136),Low Clearance,LC12,Lisbon St,Pleasantville,IA,50225
783,41.37104,-93.34581,13 - 8 height clearance - Sep 2013: User reports signage says 14-5 but unable to verify thus far,Low Clearance,LC13,CR 92,Pleasantville,IA,50225
784,42.55050120000001,-94.6782382,14 - 0 height clearance,Low Clearance,LC14,209 S East St,Pomeroy,IA,50575
785,41.0022727,-95.2300621,12 - 6 height clearance (136),Low Clearance,LC12,334-362 S 2nd St,Red Oak,IA,51566
786,41.0044903,-95.22309709999999,13 - 6 height clearance,Low Clearance,LC13,201-205 S 8th St,Red Oak,IA,51566
787,41.0067016,-95.21727109999999,12 - 6 height clearance (136),Low Clearance,LC12,Bluegrass Rd,Red Oak,IA,51566
788,42.399952,-94.60902790000002,14 - 5 height clearance,Low Clearance,LC14,2615-2627 270th St,Rockwell City,IA,50579
789,41.32956,-92.19393000000001,15 - 0 height clearance,Low Clearance,LC15,E Pleasant Valley St,Sigourney,IA,52591
790,42.015406299999995,-93.1748132,14 - 5 height clearance,Low Clearance,LC14,107-199 8th Ave NW,State Center,IA,50247
791,41.30267,-91.69034,13 - 6 height clearance,Low Clearance,LC13,N 2nd Ave,Washington,IA,52353
792,42.4983124,-92.3182165,13 - 10 height clearance,Low Clearance,LC13,627-807 Independence Ave,Waterloo,IA,50703
793,42.5005,-92.32523,14 - 4 height clearance,Low Clearance,LC14,Lane St,Waterloo,IA,50702
794,42.5027347,-92.30779100000001,13 - 5 height clearance (136),Low Clearance,LC13,1515 Idaho St,Waterloo,IA,50703
795,42.469384399999996,-93.8138005,13 - 8 height clearance,Low Clearance,LC13,201-269 2nd St,Webster City,IA,50595
796,42.471292600000005,-93.80701280000001,12 - 5 height clearance (136),Low Clearance,LC12,500-598 Oak Ave,Webster City,IA,50595
797,42.80435,-112.81038000000001,14 - 0 height clearance,Low Clearance,LC14,Kopp Rd,American Falls,ID,83211
798,44.1695,-111.424747,"6282 ft elev, Southbound: 6 percent grade descent for over 4 miles",Road Grade,Grade,"US 20, on US 20 north of Ashton, ID",Ashton,ID,83420
799,42.623286,-111.923606,"6091 ft elev, Eastbound: 6 percent grade for 2 miles., Westbound: 6 percent grade descent for 5 miles.",Road Grade,Grade,"US 30, on US 30 between Lund and Lava Hot Springs, ID",Bancroft,ID,83217
800,43.60102,-116.21306000000001,14 - 2 height clearance,Low Clearance,LC14,S Vista Ave,Boise,ID,83706
801,44.726278,-116.850246,"4144 ft elev, Not for large vehicles, Northbound: 9 percent grade for over 4 miles on dirt road",Road Grade,Grade,"ID 71, on ID 71 between Cambridge and Brownlee Dam",Cambridge,ID,83610
802,44.372981,-114.08033999999999,"5712 ft elev, Northbound: 4 percent grade descent for 2.5 miles and then rolling hills for miles into a canyon where it goes to 5 percent grade for 1.25 miles, Southbound: 5 percent grade descent for 1.5 miles followed by milder grades for a few more miles.",Road Grade,Grade,"US 93, on US 93 south of Challis, ID",Challis,ID,83226
803,47.622277000000004,-116.525896,"3029 ft elev, Eastbound: 5 percent grade descent for 4 miles, Westbound: 6 percent grade descent, mixed with 5 percent for 4 miles",Road Grade,Grade,"I-90, on I-90 east of Coeur D Alene, ID",Coeur d Alene,ID,83814
804,44.828285,-116.399399,"3571 ft elev, Northbound: 6 percent grade descent for 2 miles., Southbound: 6 percent grade descent for over 2 miles.",Road Grade,Grade,"US 95, on US 95 north of Council, ID",Council,ID,83612
805,46.229459999999996,-116.45257,10 - 0 height clearance (136),Low Clearance,LC10,Lauer Rd,Craigmont,ID,83523
806,43.2104,-114.670748,"5552 ft elev, Northbound: mild descent with rolling grades and one 8 percent grade for 1 mile., Southbound: long but mild descent with one 6 percent grade stretch for 1 mile and 8 percent for a half mile.",Road Grade,Grade,"UD 46, on ID 46 north of Gooding, ID",Fairfield,ID,83327
807,43.97922,-116.92332900000001,12 - 0 height clearance (136),Low Clearance,LC12,I-84 over Whitley Dr,Fruitland,ID,83619
808,46.463581,-117.020191,"2681 ft elev, Southbound: 7 percent grade descent for 6 miles.",Road Grade,Grade,"US95, on US 95 just north of Lewiston, ID",Genessee,ID,83832
